,chinese_name,director,episode,movie_name,movie_time,ranking,score,score_num,summary,tv_time,week,month,day,year
1400,爱丽丝梦游仙境,,1,Alice in Wonderland,7/28/1951,1428.0,7.3,98.0,《爱丽丝梦游仙境》（英语：AliceinWonderland），是一部由华特迪士尼于1951年制作并发行的动画电影。它的上映日期是1951年7月28日（香港则于1952年10月2日上映），为第13部华特迪士尼经典动画长片。,,,,,
1401,世界第一初恋,,1,世界一初恋 バレンタイン編,3/15/2014,1429.0,7.2,221.0,なお、中村春菊さん書き下ろしストーリーによる短編アニメ「世界一初恋バレンタイン編」が同時上映され、高野政宗＆小野寺律、羽鳥芳雪＆吉野千秋、雪名皇＆木佐翔太、そして桐嶋禅＆横澤隆史の4カップリングが織り成すバレンタインストーリーが展開される。,,,,,
1402,反叛的鲁路修,,1,コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION,,1430.0,7.2,298.0,超大国ブリタニア帝国に占領された日本=エリア11。,,,,,
1403,我的青春恋爱物语果然有问题,吉村爱,1,やはり俺の青春ラブコメはまちがっている。 OVA,,1431.0,7.2,2168.0,PSV游戏「果然在游戏里我的青春恋爱物语也有问题。」2013年9月19日发售，限定版将同捆原作者渡航担任脚本的新作OVA，讲述TV动画中未播出的番外篇故事。,,,,,
1404,剧场版,元永庆太郎,1,劇場版 マジェスティックプリンス 覚醒の遺伝子,11/4/2016,1432.0,7.3,110.0,实现了踏足宇宙的人类们，将许多资源小行星纳入了手中，并认为那未来与繁荣也会来临身边。,,,,,
1405,和殿下一起,万球,12,殿といっしょ 1分間劇場,,1433.0,7.2,321.0,《殿といっしょ》是月刊ComicFlapper（MediaFactory）连载的描绘战国的武将的恶搞四格漫画，在3月推出OVA后大受好评，继而决定动画化，在読売テレビ(ytv)播出，前番组为《搞笑漫画日和+》。,7/5/2010,,7,5,2010
1406,动画制作进行,大地丙太郎,2,アニメーション制作進行くろみちゃん,,1434.0,7.2,225.0,和所有初出茅庐的动画制作人一样，大黑美纪子揣着一颗充满热血的心踏上了梦寐以求的职场。可是，刚到公司的第一天，黑美就看到了让她无比沮丧的一幕。原来，由于经济不景气，从事动画制作行业的员工与日剧减，同时，行业里巨大的工作量和工作压力让动画人们接二连三的换上了慢性疾病。这不，黑美刚刚任职，制片就因胃穿孔而住进了医院，而莫名其妙的，黑美就成为了他的接班人。就这样，动画制片人黑美诞生了。面对着制片人遗留下来的巨大的工作量，黑美能够担负起重任，重振动画制作的雄风吗？,,,,,
1407,奇幻贵公子,真野玲,25,ゴーストハント,,1435.0,7.2,749.0,主角是一个有预知和感应能力的少女麻衣。所在高中的旧校舍受诅咒案件中，协助了SPR涉谷心灵现象调查事务所的所长涉谷一也（化名）。并在案子结束后，留下做了助手。而SPR最特别的地方，就是不仅用超能力来解决事情，同时也从科学的角度去探讨挖掘。,10/3/2006,星期二,10,3,2006
1408,天方魔谭,舛成孝二,25,マギ The kingdom of magic,,1436.0,7.2,1133.0,改编同名动画为小学馆创业90周年纪念企划作品，2012年10月7日开始播放。日本授权中国大陆乐视网即日播出。,10/6/2013,周日,10,6,2013
1409,请吃红小豆吧,林春柳,12,请吃红小豆吧！,,1437.0,7.3,168.0,《请吃红小豆吧！》的主角是一颗梦想着被吃掉的红豆，它每天的工作就是在各种红豆冰沙抹茶红豆蛋糕红豆珍珠奶茶豆沙包……里“混吃等死”，“上班”的时候认识了非常多特别的小伙伴，例如珍珠，例如枸杞等等……动画情节脑洞有趣，角色治愈可爱，场景异常精美，动作流畅，向观众展示一颗红豆的悲喜豆生，食物们的平行世界~,7/5/2018,星期四,7,5,2018
1410,怪医黑杰克,手冢真,17,ブラック・ジャック21,,1438.0,7.3,68.0,故・手塚治虫の医療とヒューマンドラマを描いたコミック『ブラック・ジャック』を原作としたTVアニメ。前作が原作に近い1話完結スタイルだったが、今回は新たな設定や新キャラクターを付加し、連続ストーリーとして構成されているのが特徴だ。前作からわずか1ヵ月ほどの間を空けただけの2006年4月からスタートし、9月まで全17話が放映された。物語は、恩師の本間丈太郎医師も関わっていた、謎の組織による不死を実現しようとする「ノワールプロジェクト」を中心に進んでいく。原作にはないスリルとサスペンスに満ちた冒険を、無免許の天才外科医ブラック・ジャックが繰り広げていくことになる。ブラック・ジャックの出生に関するオリジナルエピソードも語られた、まさに21世紀の『ブラック・ジャック』だ。,4/10/2006,,4,10,2006
1411,爆炸头武士,木崎文智,5,Afro Samurai,,1439.0,7.2,439.0,"世界上自古流传的两条头带,""一番""和""二番"",佩带一番者有如神,唯一能向其发出挑战的就是二番佩带者,但全世界的人都可以向二番发起挑战.少年阿非目睹了曾经作为一番的父亲被来挑战的二番""正义""斩首,从此,背负着杀夫之仇走上了挑战一番的道路.",1/4/2007,,1,4,2007
1412,魔法使的新娘,长沼范裕,3,魔法使いの嫁 星待つひと,,1440.0,7.2,635.0,单行本第6卷、第7卷和第8卷同捆新作OAD。内容为智世遇到魔法使之前的故事。,,,,,
1413,鬼牌游戏,野村和也,12,ジョーカー・ゲーム,,1441.0,7.2,1755.0,在世界大战的火种点燃的昭和12年秋，帝国陆军的结城中佐在暗中设立了间谍养成部门“D机关”。与以纯粹的军人为尊的陆军风潮相反，被选为机关员的是，在东京或京都的一般大学毕业，能够平静通过超人的选拔测试的年轻人们。他们在拥有魔术师般智略的结城中佐手下，炸药和无线电的使用方法、汽车和飞机的操纵方法自不必说，甚至包括盗窃和打破金库的技能，具备在间谍活动中必要的各种技术，并出发前往任务地点。“不要死，不要杀人”——对于以不引人注目为宗旨的间谍来说，自杀或杀人是最糟糕的选项这样的D机关受到陆军中枢部的猛烈反抗，即使如此，他们也欺骗着自己人，潜入敌军，在全世界暗中活跃。东京、上海、伦敦……在世界各地展开的智慧推理剧。,4/5/2016,星期二,4,5,2016
1414,光速蒙面侠,西田正义,145,アイシールド21,,1442.0,7.2,222.0,小早川濑那是个胆小因循守旧的高中一年级学生。自小就为了躲避被人欺负，一味地过着遁行的人生。成天被人点去买饮买食，不知不觉间练就了一副好身手（指跑步），甚至用4秒2跑出40码的世界纪录（当被狗追时）。进入高中后，濑那决意改变自己、决心加入美式足球部担任经理，期待着新生活的来临...但是，濑那由逃跑而练就出来的跑步，吸引了美式足球部的队长蛭魔妖一（ヒル魔）的眼光。因为强悍和卑劣的手段而声名远播的ヒル魔，准备训练濑那成为背号21的神秘光速之脚。际遇了美式足球，濑那能改变以往的自己吗……,4/6/2005,,4,6,2005
1415,我叫,核桃,10,我叫MT 第一季,,1443.0,7.2,525.0,"国产超欢乐动画，讲述了一行5只在艾泽拉斯充满恶趣味的冒险,成长历程……",,,,,
1416,我家也有外星人,佐藤卓哉,13,NieA_7,,1444.0,7.2,193.0,地方の高校を卒業したまゆ子は、予備校に通うために上京した。下宿先の銭湯の自分の部屋には、既に先客が待っていた。異星人の少女のニアである。まゆ子はこの異星人との共同生活を、不本意ながら開始する。,4/26/2000,星期三,4,26,2000
1417,白色相簿,安藤正臣,13,WHITE ALBUM2,,1445.0,7.2,3401.0,故事发生在2007年秋季的东京都。峰城大附属3年级学生北原春希为了制造学生时代最后的回忆加入了轻音乐同好会，而乐队却因为感情的纠葛而崩溃。春希为了能够在学园祭上成功演出而开始召集成员，并成功劝诱了在屋顶唱歌的学院偶像小木曾雪菜。在发现了班级的问题儿童冬马和纱的天才般音乐才能之后，两人经过千辛万苦最终使她也加入了乐队。原本毫不相关的三个人经过全神贯注的、拼命的奋斗之后在学园祭上大获成功，三个人从心底结合了起来……虽然大家都是这样认为的，但从这以后各自的爱恋却走向了残酷的悲剧……,10/5/2013,,10,5,2013
1418,剧场版,富野由悠季,1,劇場版∀ガンダムI 地球光,2/9/2002,1446.0,7.3,171.0,∀GUNDAM又稱Turn-AGUNDAM，是於1999年為了慶祝GUNDAM系列誕生20週年而製作的一套TV版作品。由原作富野由悠季身任製作人。從1999年（平成11年）4月9日到2000年（平成12年）4月14日富士TV播放了全系列共50話。2002年在TV版内容再次編集的基礎上，日本又上映了兩部∀GUNDAM的動畫電影《地球光》和《月光蝶》。,,,,,
1419,新石纪,饭野慎也,24,Dr.STONE,,1447.0,7.2,1662.0,全人类被神奇的现象一瞬间石化后过了几千年——,7/5/2019,星期五,7,5,2019
1420,乐高大电影,菲尔,1,The Lego Movie,,1448.0,7.3,134.0,艾米特（克里斯·帕拉特ChrisPratt配音）是乐高世界中一个普通到没有任何存在感的建筑师，他每天精神饱满，乐观向上，按照说明书的指示从事一天的活动。某天收工后，他意外掉入一个深洞，后背还黏了奇怪的东西，随后就被兼具凶暴和善良两面的警察（利亚姆·尼森LiamNeeson配音）带走问话。原来统治乐高世界的总裁（威尔·法瑞尔WillFerrell配音）对那些极富创造力的小人极为不满，他讨厌不同系列的乐高世界相互交叉，更讨厌脱离了说明书独辟蹊径的发明创造。因此他将所有世界隔开，囚禁了那些创意大师，还策划着一场可怕的阴谋。艾米特危机时刻被露西（伊丽莎白·班克斯ElizabethBanks配音），并被先知维特鲁维斯（摩根·弗里曼MorganFreeman配音）认定为救世主。,,,,,
1421,魔法少女奈叶,滨名孝行,1,魔法少女リリカルなのは Reflection,7/22/2017,1449.0,7.2,404.0,荒廃によって静かに滅び行く惑星エルトリア。,,,,,
1422,七大罪,冈村天斋,24,七つの大罪,,1450.0,7.2,2718.0,故事主要发生在虚构的大陆『布里塔利亚』上的国家『里昂妮丝王国』，王国的圣骑士们为了准备传说中的圣战而进行军备强化，然而圣骑士团的诸多暴行使得整个国家民不聊生，甚至发动政变囚禁了国王。担忧着国家现状的第三王女『伊丽莎白』，将救国的希望寄托于十年前因涉嫌颠覆王国而被通缉的骑士团『七大罪』从而独自踏上寻找的旅程。注定无果的旅程中，疲惫不堪的伊丽莎白误入某个酒店，被酒店的主人、一名金发少年救下，这名少年正是『七大罪』的团长梅利奥达斯。在将公主从追兵的危机中解救出来后，他们踏上了拯救国家未来的旅途,10/5/2014,星期日,10,5,2014
1423, ,橘正纪,3,.hack//Quantum,,1451.0,7.2,348.0,.hack//Quantum（(日语：クワンタム），是继2003年动画.hack//黄昏的腕轮传说和2006年动画.hack//Roots后的OVA动画，.hack//Link的2年后（2022年）作为背景舞台，作品以全世界超过一千万个玩家参加的虚构线上游戏《TheWorldR:X》为主轴，主角咲夜及远世、玛丽两名队友共同展开的冒险物语。,,,,,
1424,魔法使的新娘,长沼范裕,24,魔法使いの嫁,,1452.0,7.2,1503.0,羽鸟智世是15岁的少女。,10/7/2017,星期六,10,7,2017
1425,住宅区友夫,渡边步,78,団地ともお,,1453.0,7.3,54.0,居住在枝岛小区29号楼的小学四年级生木下友夫，平时与做兼职的母亲和正在读初中的姐姐一起生活，他最喜欢的爸爸则独自在外地工作。,4/6/2013,星期六,4,6,2013
1426,魔女猎人罗宾,村濑修功,26,Witch Hunter ROBIN,,1454.0,7.2,240.0,罗宾是STN-J新加入的成员，虽然拥有与巫人相似的能力，但是她对猎捕巫人这件事是深信不疑的。但是与巫人深入接触后，罗宾开始怀疑巫人与自己那与众不同的能力存在的目的。就在这个时候，罗宾发现所罗门似乎在猎捕巫人这件事尚有其他不为人知的企图，甚至发现自己原来也是组织想要猎杀的目标之一…,7/2/2002,,7,2,2002
1427,养家之人, ,1,The Breadwinner,9/8/2017,1455.0,7.3,104.0,"Eleven-year-oldParvanaliveswithherfamilyinaoneroomapartmentinKabul,Afghanistan,whichisunderTalibanrule.Whenherfatherisarrestedwithoutwarningforbeinganintellectual,Parvana'smotherisleftalonetocarefortheirthreechildren.Bannedfromgoingoutinpublicwithoutaman,Parvana’smotherrisksarrestherselfasshetravelstothelocalprisonanddemandsherhusband’srelease,onlytoendupbeingbeatenandturnedaway.",,,,,
1428,蜡笔小新,水岛努,1,クレヨンしんちゃん 嵐を呼ぶ 栄光のヤキニクロード,4/19/2003,1456.0,7.3,126.0,一天早晨，小新一家人正为了晚上的烧肉大餐而兴奋莫名，却被一名突然闯入的男子打乱了一切，自此原本过著安逸生活的一家人竟成了通缉要犯，还被神秘组织“甜蜜男孩”追讨一项没有人知道是什么的“那个东西”！为了能如原订计划吃到超豪华烧肉大餐，一家人把时间限定在晚餐前，发誓要在这之前找出真相、洗刷冤屈。面对神秘组织设下的重重陷阱与猛烈攻击，野原家所有成员循着蛛丝马迹，使出浑身解数，展出十八般武艺，对抗声势浩大的神秘组织兵团，最后，终于抵达神秘组织的所在地─热海市，并和总部老大有了正面交锋的机会。当老大解开谜题，说出“那个东西”为何时，小新一家人又面临了另一场考验……,,,,,
